Order ID,Order Date,Region,State,Segment,Category,Sub-Category,Ship Mode,Quantity,Discount,Sales,Profit
US-1522,21-01-2024,South,North Carolina,Home Office,Technology,Machines,Same Day,8,0.2,4629.02,1737.21
US-1523,16-02-2023,West,Oregon,Corporate,Technology,Machines,Same Day,4,0.5,1256.76,253.48
US-1524,15-02-2024,South,Florida,Home Office,Technology,Accessories,First Class,4,0.4,1350.33,296.57
US-1525,22-07-2023,South,Florida,Corporate,Furniture,Tables,Second Class,4,0.2,1017.96,29.5
US-1526,20-11-2023,South,Georgia,Corporate,Office Supplies,Binders,Second Class,7,0.0,399.49,175.38
US-1527,25-11-2024,West,Washington,Home Office,Technology,Machines,Standard Class,7,0.4,4014.25,833.31
US-1528,22-11-2023,West,Washington,Consumer,Furniture,Chairs,Second Class,4,0.0,1279.95,20.18
US-1529,26-03-2024,West,Washington,Home Office,Furniture,Tables,Second Class,8,0.1,2906.27,4.95
US-1530,10-11-2023,East,New Jersey,Corporate,Office Supplies,Binders,Second Class,4,0.0,247.29,33.43
US-1531,16-09-2023,West,Oregon,Corporate,Office Supplies,Binders,Second Class,2,0.1,60.31,6.1
US-1532,27-09-2023,East,Pennsylvania,Corporate,Furniture,Tables,Standard Class,8,0.1,1728.3,-3.39
US-1533,28-04-2023,South,Florida,Consumer,Office Supplies,Paper,Standard Class,6,0.0,329.93,83.03
US-1534,26-02-2024,Central,Texas,Corporate,Furniture,Tables,Same Day,7,0.5,1577.44,19.96
US-1535,22-02-2024,South,Georgia,Consumer,Technology,Copiers,Same Day,4,0.1,2071.72,512.47
US-1536,10-01-2023,East,New Jersey,Corporate,Technology,Phones,Same Day,1,0.1,373.2,82.39
US-1537,27-05-2023,Central,Illinois,Home Office,Office Supplies,Paper,Second Class,7,0.5,361.5,129.91
US-1538,19-02-2023,West,Washington,Consumer,Technology,Accessories,Second Class,2,0.0,766.59,246.03
US-1539,22-12-2024,East,Pennsylvania,Consumer,Furniture,Chairs,First Class,3,0.0,940.91,12.52
US-1540,20-04-2023,Central,Illinois,Corporate,Furniture,Furnishings,Same Day,7,0.5,2682.74,43.69
US-1541,23-04-2023,South,North Carolina,Home Office,Technology,Copiers,First Class,1,0.0,514.6,64.68
US-1542,11-03-2024,Central,Illinois,Consumer,Office Supplies,Art,Second Class,3,0.0,185.36,81.86
US-1543,23-08-2024,East,New Jersey,Corporate,Office Supplies,Binders,First Class,8,0.0,428.58,33.49
US-1544,29-04-2024,East,Pennsylvania,Corporate,Office Supplies,Storage,Second Class,2,0.0,57.14,5.09
US-1545,27-03-2024,East,New York,Corporate,Furniture,Tables,Same Day,5,0.0,1534.22,9.14
US-1546,13-04-2023,Central,Michigan,Consumer,Technology,Copiers,Standard Class,7,0.2,2121.31,616.71
US-1547,22-01-2023,Central,Texas,Home Office,Technology,Copiers,Same Day,5,0.0,2221.48,376.86
US-1548,21-11-2023,Central,Texas,Corporate,Furniture,Furnishings,Standard Class,5,0.2,1684.44,22.82
US-1549,19-05-2023,South,Georgia,Corporate,Technology,Machines,Second Class,3,0.0,1714.47,427.68
US-1550,28-10-2024,West,Washington,Corporate,Office Supplies,Storage,Second Class,2,0.4,77.63,29.87
US-1551,20-07-2023,South,Georgia,Home Office,Furniture,Tables,Same Day,6,0.2,1949.86,29.92
US-1552,04-02-2024,South,North Carolina,Corporate,Office Supplies,Labels,Second Class,3,0.5,188.21,62.37
US-1553,25-07-2024,West,Oregon,Home Office,Furniture,Chairs,Standard Class,3,0.5,1087.53,31.2
US-1554,12-07-2024,Central,Michigan,Corporate,Office Supplies,Storage,Second Class,3,0.1,102.39,6.78
US-1555,18-07-2024,East,New Jersey,Consumer,Office Supplies,Storage,Second Class,4,0.2,253.01,93.02
US-1556,21-03-2024,Central,Texas,Corporate,Office Supplies,Binders,Standard Class,4,0.4,166.71,1.97
US-1557,25-01-2023,West,Washington,Corporate,Furniture,Chairs,Second Class,2,0.0,557.9,0.37
US-1558,10-08-2024,Central,Texas,Consumer,Furniture,Furnishings,First Class,1,0.0,374.5,-9.08
US-1559,30-09-2023,West,Washington,Consumer,Technology,Copiers,Same Day,6,0.3,2542.2,317.63
US-1560,18-02-2023,West,Washington,Home Office,Technology,Copiers,First Class,6,0.2,2774.78,214.25
US-1561,17-04-2024,South,North Carolina,Corporate,Technology,Accessories,Same Day,8,0.0,4427.77,754.81
US-1562,19-05-2024,West,California,Consumer,Furniture,Tables,Second Class,6,0.5,1303.9,9.95
US-1563,10-03-2023,East,New York,Corporate,Furniture,Tables,Standard Class,8,0.0,1455.59,36.17
US-1564,01-09-2023,West,California,Home Office,Office Supplies,Paper,Same Day,6,0.0,233.85,61.99
US-1565,13-01-2023,South,Florida,Consumer,Office Supplies,Binders,First Class,1,0.5,31.38,-2.98
US-1566,17-08-2024,Central,Texas,Home Office,Technology,Copiers,Same Day,6,0.0,1707.07,324.8
US-1567,19-02-2024,South,Florida,Corporate,Office Supplies,Labels,Standard Class,2,0.0,91.86,16.82
US-1568,11-11-2024,Central,Texas,Home Office,Furniture,Furnishings,Same Day,5,0.1,1626.93,2.78
US-1569,05-10-2024,South,Georgia,Consumer,Office Supplies,Labels,First Class,1,0.4,39.95,-1.46
US-1570,30-09-2024,South,Georgia,Home Office,Technology,Phones,Second Class,8,0.2,3115.38,1132.76
US-1571,08-09-2023,West,Washington,Home Office,Technology,Phones,Standard Class,1,0.4,607.73,69.21
US-1572,12-06-2024,West,California,Consumer,Furniture,Bookcases,Same Day,7,0.2,2724.0,22.17
US-1573,17-06-2023,Central,Illinois,Consumer,Office Supplies,Binders,Standard Class,1,0.0,42.3,-0.63
US-1574,07-11-2023,East,New York,Corporate,Office Supplies,Storage,Second Class,1,0.0,48.89,-5.41
US-1575,02-01-2023,West,California,Corporate,Office Supplies,Binders,Second Class,1,0.0,59.22,24.06
US-1576,24-12-2024,Central,Texas,Consumer,Office Supplies,Labels,First Class,7,0.2,368.46,153.81
US-1577,05-06-2023,West,California,Home Office,Office Supplies,Labels,First Class,4,0.1,212.03,6.53
US-1578,25-11-2024,Central,Illinois,Consumer,Office Supplies,Binders,First Class,8,0.0,456.24,135.23
US-1579,07-01-2023,West,California,Consumer,Office Supplies,Art,Standard Class,2,0.5,121.44,28.78
US-1580,01-02-2023,South,North Carolina,Corporate,Technology,Phones,Standard Class,7,0.3,2818.44,399.32
US-1581,10-03-2023,Central,Michigan,Consumer,Office Supplies,Labels,Same Day,5,0.4,215.35,42.74
US-1582,07-11-2023,Central,Texas,Home Office,Office Supplies,Art,Same Day,7,0.0,352.87,41.14
US-1583,09-02-2024,South,Georgia,Corporate,Technology,Copiers,First Class,2,0.4,726.79,206.46
US-1584,18-10-2024,South,Georgia,Corporate,Furniture,Chairs,Same Day,2,0.4,600.69,15.38
US-1585,22-10-2023,Central,Illinois,Home Office,Technology,Machines,Second Class,6,0.5,2643.37,569.14
US-1586,28-02-2024,West,Washington,Home Office,Technology,Machines,Standard Class,1,0.1,378.87,84.6
US-1587,15-12-2024,South,Georgia,Home Office,Office Supplies,Binders,Second Class,2,0.4,62.41,27.56
US-1588,10-10-2024,Central,Michigan,Home Office,Furniture,Furnishings,Same Day,7,0.0,1800.77,15.58
US-1589,09-10-2024,South,North Carolina,Corporate,Technology,Copiers,Same Day,3,0.4,1099.05,292.26
US-1590,08-02-2023,South,Georgia,Corporate,Office Supplies,Storage,Same Day,8,0.0,386.17,65.21
US-1591,25-05-2024,Central,Texas,Consumer,Furniture,Bookcases,Second Class,5,0.0,1371.84,22.36
US-1592,25-01-2024,West,Oregon,Consumer,Technology,Phones,Standard Class,3,0.0,1832.57,612.29
US-1593,22-03-2023,South,Florida,Consumer,Furniture,Bookcases,Standard Class,8,0.2,1984.85,57.15
US-1594,05-07-2023,West,Washington,Consumer,Office Supplies,Art,Same Day,3,0.3,172.09,36.49
US-1595,19-11-2024,East,New York,Corporate,Furniture,Furnishings,First Class,5,0.3,1474.03,35.59
US-1596,08-12-2024,Central,Texas,Consumer,Office Supplies,Paper,Same Day,7,0.1,393.21,147.22
US-1597,28-07-2024,Central,Texas,Home Office,Technology,Machines,First Class,8,0.4,3890.32,1288.83
US-1598,07-10-2024,East,New Jersey,Home Office,Furniture,Chairs,Same Day,6,0.1,1722.13,23.09
US-1599,01-01-2023,South,Florida,Corporate,Office Supplies,Binders,Same Day,5,0.5,192.58,69.79
US-1600,22-07-2023,Central,Michigan,Corporate,Technology,Machines,Second Class,5,0.1,2116.69,150.92
US-1601,30-04-2023,West,Washington,Home Office,Technology,Machines,First Class,6,0.2,3302.63,377.52
US-1602,25-11-2024,Central,Michigan,Corporate,Technology,Copiers,First Class,6,0.0,2230.63,831.86
US-1603,27-09-2023,West,Washington,Consumer,Furniture,Bookcases,Same Day,6,0.0,1082.24,28.99
US-1604,15-10-2024,West,California,Corporate,Technology,Accessories,Standard Class,6,0.0,2419.33,558.97
US-1605,18-12-2023,South,Georgia,Corporate,Technology,Copiers,Standard Class,7,0.5,4273.34,1389.46
US-1606,30-08-2023,West,California,Corporate,Office Supplies,Storage,Standard Class,4,0.1,239.74,13.01
US-1607,16-07-2023,Central,Illinois,Corporate,Furniture,Furnishings,Standard Class,4,0.3,1082.7,35.59
US-1608,02-06-2023,Central,Illinois,Consumer,Furniture,Chairs,Same Day,3,0.0,1168.72,21.4
US-1609,26-04-2024,Central,Texas,Home Office,Office Supplies,Paper,First Class,2,0.3,123.12,21.85
US-1610,06-12-2024,South,Florida,Consumer,Furniture,Furnishings,Standard Class,8,0.0,2793.58,70.55
US-1611,06-01-2024,East,New York,Home Office,Office Supplies,Paper,First Class,2,0.4,85.56,33.51
US-1612,12-07-2023,Central,Illinois,Corporate,Office Supplies,Art,Standard Class,8,0.4,275.15,41.55
US-1613,12-09-2024,East,New Jersey,Home Office,Furniture,Chairs,Standard Class,3,0.2,535.66,11.48
US-1614,05-10-2023,South,North Carolina,Corporate,Office Supplies,Binders,Standard Class,3,0.1,133.82,9.95
US-1615,06-01-2024,Central,Texas,Corporate,Furniture,Chairs,Same Day,1,0.0,272.82,-0.25
US-1616,19-05-2024,East,Pennsylvania,Home Office,Office Supplies,Labels,Second Class,8,0.0,274.39,106.59
US-1617,29-04-2023,Central,Illinois,Consumer,Technology,Copiers,Second Class,8,0.0,4910.97,912.48
US-1618,25-08-2023,West,California,Consumer,Technology,Machines,First Class,6,0.0,2173.59,174.5
US-1619,27-05-2023,West,Washington,Corporate,Office Supplies,Art,Second Class,8,0.1,447.36,63.94
US-1620,09-12-2023,West,Washington,Consumer,Office Supplies,Binders,Standard Class,3,0.0,183.47,55.53
US-1621,04-12-2023,South,North Carolina,Consumer,Office Supplies,Labels,Second Class,7,0.3,354.33,36.12
US-1622,01-11-2023,West,Washington,Corporate,Technology,Copiers,First Class,2,0.5,877.23,149.79
US-1623,01-08-2024,East,Pennsylvania,Consumer,Office Supplies,Paper,Second Class,1,0.5,33.45,-7.11
US-1624,04-04-2024,East,New York,Home Office,Technology,Accessories,Second Class,5,0.5,2885.98,1010.13
US-1625,24-12-2023,West,California,Corporate,Office Supplies,Binders,Standard Class,8,0.1,487.51,232.81
US-1626,13-12-2024,South,North Carolina,Consumer,Furniture,Furnishings,Standard Class,1,0.0,269.71,-10.29
US-1627,03-04-2023,South,Georgia,Consumer,Technology,Machines,First Class,8,0.3,4002.39,1369.4
US-1628,14-09-2023,Central,Michigan,Consumer,Technology,Phones,Standard Class,7,0.0,4319.15,527.26
US-1629,10-11-2023,Central,Michigan,Consumer,Office Supplies,Binders,Second Class,3,0.2,181.28,50.64
US-1630,06-08-2023,Central,Illinois,Home Office,Office Supplies,Paper,Same Day,3,0.3,147.44,26.74
US-1631,08-06-2023,Central,Illinois,Corporate,Furniture,Furnishings,Same Day,6,0.2,2269.3,28.76
US-1632,12-05-2023,West,Washington,Corporate,Furniture,Bookcases,Second Class,6,0.1,2398.03,65.61
US-1633,03-01-2023,Central,Michigan,Home Office,Furniture,Tables,First Class,7,0.0,1518.66,51.57
US-1634,26-10-2023,South,Georgia,Home Office,Office Supplies,Labels,Second Class,5,0.0,281.71,93.33
US-1635,24-06-2024,East,New York,Consumer,Technology,Phones,First Class,2,0.1,1151.88,292.23
US-1636,20-09-2023,Central,Illinois,Consumer,Office Supplies,Labels,First Class,2,0.2,84.63,23.09
US-1637,16-10-2023,West,Oregon,Home Office,Technology,Phones,First Class,5,0.0,1890.45,164.11
US-1638,14-12-2023,Central,Michigan,Consumer,Furniture,Furnishings,Same Day,5,0.2,1153.72,3.18
US-1639,10-06-2024,West,California,Consumer,Furniture,Chairs,First Class,8,0.5,1644.49,50.49
US-1640,27-05-2023,Central,Texas,Consumer,Furniture,Chairs,First Class,1,0.2,310.5,7.21
US-1641,09-07-2024,West,Washington,Home Office,Technology,Phones,Second Class,5,0.4,1974.56,215.03
US-1642,19-07-2024,Central,Illinois,Consumer,Furniture,Tables,First Class,4,0.3,1063.37,30.59
US-1643,04-08-2024,East,New Jersey,Home Office,Technology,Copiers,Standard Class,5,0.4,2497.09,285.1
US-1644,24-09-2023,East,New York,Home Office,Furniture,Chairs,Same Day,6,0.0,1124.79,27.9
US-1645,16-04-2024,Central,Michigan,Consumer,Office Supplies,Storage,Same Day,1,0.3,40.23,1.11
US-1646,05-04-2024,South,North Carolina,Corporate,Furniture,Bookcases,First Class,5,0.0,1030.22,-4.67
US-1647,21-07-2024,South,Florida,Consumer,Technology,Machines,First Class,3,0.1,1283.08,319.31
US-1648,01-09-2023,South,North Carolina,Home Office,Furniture,Tables,Standard Class,1,0.0,225.71,-5.06
US-1649,05-05-2024,West,California,Home Office,Office Supplies,Labels,Same Day,5,0.3,140.84,57.84
US-1650,10-05-2023,South,Florida,Corporate,Office Supplies,Labels,Same Day,8,0.3,261.21,77.8
US-1651,10-01-2023,South,North Carolina,Home Office,Technology,Phones,Second Class,6,0.0,2712.66,914.41
US-1652,01-04-2023,East,New York,Corporate,Technology,Copiers,Standard Class,7,0.0,2771.17,414.96
US-1653,13-05-2024,South,North Carolina,Corporate,Office Supplies,Labels,First Class,4,0.3,230.94,24.85
US-1654,15-08-2023,South,North Carolina,Consumer,Technology,Machines,Second Class,4,0.0,1439.43,102.01
US-1655,03-09-2024,Central,Michigan,Home Office,Furniture,Furnishings,Same Day,5,0.0,1730.5,30.71
US-1656,10-04-2023,South,Georgia,Corporate,Office Supplies,Art,Standard Class,8,0.0,496.82,99.52
US-1657,17-09-2024,West,California,Corporate,Technology,Copiers,First Class,2,0.4,796.7,191.87
US-1658,09-11-2023,Central,Illinois,Home Office,Technology,Phones,First Class,3,0.0,1029.91,387.34
US-1659,03-01-2023,Central,Texas,Home Office,Office Supplies,Labels,Standard Class,6,0.3,214.59,51.03
US-1660,13-12-2024,East,New York,Home Office,Office Supplies,Labels,First Class,6,0.4,183.74,47.68
US-1661,30-10-2023,East,Pennsylvania,Corporate,Technology,Accessories,Standard Class,5,0.5,1429.32,116.73
US-1662,23-12-2023,East,New Jersey,Home Office,Furniture,Bookcases,First Class,2,0.5,414.61,-11.51
US-1663,14-06-2024,West,Oregon,Home Office,Office Supplies,Paper,First Class,6,0.2,379.97,138.41
US-1664,30-05-2023,West,California,Consumer,Office Supplies,Labels,Standard Class,8,0.2,322.96,69.81
US-1665,12-05-2023,East,New Jersey,Consumer,Office Supplies,Paper,Second Class,5,0.0,219.72,62.94
US-1666,19-01-2023,East,New Jersey,Corporate,Technology,Phones,First Class,1,0.5,435.34,53.98
US-1667,12-04-2023,West,California,Consumer,Furniture,Chairs,Second Class,8,0.5,2452.47,16.51
US-1668,25-01-2024,South,North Carolina,Consumer,Furniture,Furnishings,First Class,8,0.5,1731.86,6.26
US-1669,16-11-2024,East,New York,Home Office,Technology,Copiers,Second Class,6,0.4,3522.21,319.91
US-1670,23-05-2024,South,North Carolina,Consumer,Office Supplies,Art,Same Day,3,0.0,184.41,36.35
US-1671,11-09-2023,West,Oregon,Home Office,Office Supplies,Storage,Second Class,8,0.5,422.82,207.09
US-1672,06-12-2023,West,California,Consumer,Office Supplies,Labels,First Class,2,0.5,61.12,5.46
US-1673,17-06-2024,East,Pennsylvania,Consumer,Technology,Copiers,Standard Class,7,0.0,2433.56,936.92
US-1674,27-10-2024,South,Georgia,Consumer,Furniture,Bookcases,First Class,4,0.0,1187.69,4.8
US-1675,15-01-2023,East,New York,Home Office,Furniture,Bookcases,First Class,2,0.4,361.04,-2.03
US-1676,25-05-2023,Central,Texas,Home Office,Technology,Copiers,Same Day,1,0.5,336.77,104.17
US-1677,22-10-2023,Central,Michigan,Corporate,Office Supplies,Labels,Standard Class,6,0.0,360.55,21.45
US-1678,04-04-2023,South,Florida,Home Office,Office Supplies,Binders,Same Day,2,0.1,75.36,5.49
US-1679,05-12-2024,East,New Jersey,Corporate,Office Supplies,Paper,Standard Class,7,0.0,370.91,173.26
US-1680,28-06-2023,East,New York,Consumer,Technology,Phones,Second Class,6,0.3,3835.3,735.62
US-1681,16-06-2024,South,Florida,Home Office,Office Supplies,Paper,First Class,1,0.5,55.62,6.33
US-1682,10-08-2024,Central,Texas,Corporate,Technology,Machines,Same Day,4,0.0,1707.7,431.09
US-1683,11-12-2024,East,Pennsylvania,Consumer,Furniture,Bookcases,Standard Class,1,0.1,221.33,-6.27
US-1684,02-06-2023,South,Florida,Corporate,Technology,Copiers,First Class,6,0.2,3045.78,1135.87
US-1685,08-05-2024,East,Pennsylvania,Consumer,Technology,Copiers,Second Class,5,0.3,3037.29,769.63
US-1686,04-11-2024,West,California,Consumer,Technology,Phones,Second Class,3,0.2,1752.93,206.42
US-1687,03-12-2024,West,Washington,Consumer,Office Supplies,Art,First Class,4,0.3,235.31,29.14
US-1688,09-11-2024,East,New Jersey,Corporate,Office Supplies,Paper,Same Day,1,0.1,51.41,-1.03
US-1689,06-01-2023,East,New Jersey,Corporate,Office Supplies,Paper,Standard Class,6,0.4,207.79,61.84
US-1690,19-03-2023,East,New York,Home Office,Technology,Phones,First Class,2,0.4,683.72,120.25
US-1691,20-11-2024,Central,Illinois,Home Office,Office Supplies,Paper,Standard Class,7,0.0,254.88,60.77
US-1692,21-06-2024,Central,Texas,Home Office,Furniture,Tables,Second Class,4,0.0,1144.25,36.47
US-1693,02-11-2024,East,Pennsylvania,Corporate,Furniture,Furnishings,First Class,2,0.0,789.86,-7.69
US-1694,26-08-2024,East,New York,Corporate,Furniture,Chairs,Second Class,7,0.4,2059.21,19.17
US-1695,03-11-2023,West,Oregon,Home Office,Technology,Copiers,Standard Class,4,0.1,1431.66,356.48
US-1696,16-05-2024,West,Oregon,Home Office,Office Supplies,Art,Standard Class,7,0.4,300.06,54.5
US-1697,24-05-2024,South,North Carolina,Consumer,Technology,Accessories,Same Day,6,0.2,2761.09,775.24
US-1698,25-06-2023,South,Georgia,Consumer,Office Supplies,Binders,Standard Class,8,0.3,351.86,73.5
US-1699,11-01-2024,West,Washington,Consumer,Office Supplies,Labels,Standard Class,5,0.4,167.05,63.88
US-1700,13-01-2024,East,New York,Consumer,Office Supplies,Labels,Second Class,4,0.5,169.52,27.19
US-1701,27-05-2023,West,Washington,Home Office,Technology,Phones,Standard Class,2,0.5,1208.04,196.41
US-1702,16-08-2023,Central,Texas,Corporate,Office Supplies,Art,Second Class,8,0.0,302.03,72.43
US-1703,14-03-2023,East,Pennsylvania,Home Office,Furniture,Furnishings,First Class,2,0.1,694.74,-1.12
US-1704,23-05-2024,South,Georgia,Corporate,Office Supplies,Binders,Second Class,3,0.5,89.38,0.55
US-1705,07-01-2023,West,Washington,Corporate,Technology,Machines,Same Day,2,0.1,846.27,246.76
US-1706,14-09-2023,East,Pennsylvania,Home Office,Technology,Accessories,Standard Class,3,0.5,1825.07,499.35
US-1707,13-11-2023,East,New York,Consumer,Furniture,Furnishings,First Class,5,0.5,1812.8,48.11
US-1708,20-09-2023,South,Georgia,Corporate,Furniture,Tables,Second Class,2,0.5,412.36,-5.78
US-1709,05-07-2023,Central,Illinois,Corporate,Furniture,Chairs,Same Day,3,0.5,628.43,15.72
US-1710,18-04-2023,East,Pennsylvania,Consumer,Furniture,Chairs,Second Class,4,0.4,911.77,4.53
US-1711,12-06-2024,East,New Jersey,Home Office,Technology,Accessories,Standard Class,3,0.5,1422.53,131.19
US-1712,14-02-2024,Central,Michigan,Consumer,Office Supplies,Binders,Standard Class,2,0.0,80.29,5.76
US-1713,05-09-2024,East,New Jersey,Corporate,Office Supplies,Storage,Second Class,8,0.0,258.08,43.14
US-1714,10-08-2024,East,New York,Consumer,Technology,Phones,First Class,5,0.3,1776.96,653.62
US-1715,03-06-2024,West,Oregon,Consumer,Furniture,Chairs,Same Day,1,0.0,200.63,-7.25
US-1716,13-07-2024,Central,Illinois,Home Office,Technology,Phones,Same Day,7,0.1,2859.35,1089.45
US-1717,19-04-2024,East,Pennsylvania,Home Office,Furniture,Furnishings,Same Day,7,0.3,2779.84,67.21
US-1718,03-06-2024,East,New Jersey,Consumer,Technology,Copiers,Standard Class,5,0.5,1965.4,505.93
US-1719,06-06-2024,Central,Texas,Corporate,Technology,Phones,Second Class,1,0.5,471.71,54.42
US-1720,26-11-2024,Central,Illinois,Consumer,Furniture,Bookcases,First Class,6,0.0,1384.8,1.79
US-1721,30-11-2024,Central,Michigan,Corporate,Furniture,Bookcases,First Class,5,0.5,1055.22,6.08
US-1722,02-02-2023,East,New York,Home Office,Technology,Phones,First Class,5,0.4,2551.91,636.9
US-1723,24-02-2023,Central,Illinois,Consumer,Office Supplies,Binders,Same Day,8,0.0,337.22,59.49
US-1724,31-03-2023,South,Georgia,Consumer,Technology,Phones,Second Class,7,0.0,2037.22,596.59
US-1725,15-02-2023,South,North Carolina,Consumer,Furniture,Furnishings,Second Class,6,0.0,1218.0,32.19
US-1726,21-11-2024,Central,Illinois,Corporate,Furniture,Chairs,First Class,3,0.0,648.13,9.79
US-1727,06-07-2023,East,New Jersey,Home Office,Furniture,Furnishings,First Class,6,0.1,2283.32,64.63
US-1728,04-01-2024,East,New Jersey,Home Office,Furniture,Chairs,Same Day,8,0.0,3178.86,36.11
US-1729,27-12-2024,Central,Illinois,Home Office,Office Supplies,Labels,First Class,4,0.1,178.25,29.3
US-1730,10-03-2023,Central,Illinois,Corporate,Furniture,Tables,Same Day,5,0.2,1413.29,-2.13
US-1731,19-02-2023,East,Pennsylvania,Consumer,Furniture,Chairs,First Class,7,0.0,1984.66,43.66
US-1732,28-04-2023,West,Oregon,Corporate,Furniture,Furnishings,First Class,8,0.0,2286.45,31.78
US-1733,31-10-2024,South,Florida,Corporate,Technology,Accessories,Standard Class,6,0.0,2021.74,699.72
US-1734,18-09-2023,Central,Illinois,Home Office,Technology,Machines,Second Class,1,0.2,427.85,78.14
US-1735,16-03-2023,South,Florida,Consumer,Office Supplies,Art,First Class,3,0.1,141.74,37.63
US-1736,11-10-2023,Central,Texas,Home Office,Technology,Phones,First Class,4,0.0,1270.23,233.31
US-1737,12-03-2023,Central,Illinois,Consumer,Office Supplies,Paper,Second Class,4,0.3,168.01,34.99
US-1738,19-05-2024,West,California,Home Office,Technology,Accessories,Standard Class,2,0.0,695.66,203.73
US-1739,14-05-2023,East,Pennsylvania,Home Office,Furniture,Tables,Second Class,6,0.1,2165.17,50.13
US-1740,07-05-2024,West,Washington,Consumer,Technology,Copiers,First Class,4,0.0,1538.58,605.29
US-1741,02-02-2024,East,New Jersey,Consumer,Office Supplies,Storage,First Class,6,0.5,352.66,99.1
US-1742,25-05-2023,Central,Michigan,Home Office,Technology,Copiers,Same Day,4,0.4,1330.69,298.35
US-1743,27-10-2024,South,Florida,Home Office,Furniture,Chairs,Standard Class,3,0.5,1101.93,21.59
US-1744,04-03-2023,Central,Illinois,Home Office,Office Supplies,Art,First Class,4,0.1,213.34,74.06
US-1745,05-07-2023,East,Pennsylvania,Home Office,Technology,Accessories,First Class,5,0.0,3053.4,409.91
US-1746,26-10-2023,South,North Carolina,Home Office,Office Supplies,Art,First Class,4,0.4,177.75,45.74
US-1747,24-12-2023,Central,Texas,Corporate,Office Supplies,Binders,Second Class,3,0.1,150.2,57.22
US-1748,27-03-2023,West,Washington,Consumer,Furniture,Tables,First Class,2,0.5,654.04,3.22
US-1749,16-10-2024,Central,Illinois,Corporate,Technology,Phones,Standard Class,2,0.3,623.63,187.48
US-1750,08-03-2023,Central,Texas,Consumer,Office Supplies,Storage,Second Class,4,0.0,249.69,108.79
US-1751,22-09-2024,West,California,Corporate,Office Supplies,Binders,First Class,5,0.0,251.53,60.85
US-1752,14-03-2024,Central,Texas,Consumer,Technology,Copiers,First Class,5,0.0,2889.24,811.48
US-1753,13-05-2024,Central,Texas,Consumer,Furniture,Tables,Second Class,4,0.0,1038.82,19.3
US-1754,26-12-2024,West,California,Home Office,Furniture,Tables,Standard Class,8,0.4,2045.47,39.03
US-1755,31-01-2024,South,North Carolina,Home Office,Technology,Phones,Standard Class,6,0.4,1776.88,656.82
US-1756,16-06-2023,West,Oregon,Consumer,Technology,Phones,Second Class,1,0.0,419.96,139.84
US-1757,13-02-2023,West,California,Corporate,Technology,Copiers,Same Day,4,0.4,2322.58,514.81
US-1758,27-06-2023,West,California,Home Office,Furniture,Furnishings,Same Day,7,0.2,2311.5,46.02
US-1759,25-09-2023,South,Georgia,Home Office,Office Supplies,Binders,Second Class,8,0.3,485.47,224.07
US-1760,09-02-2024,South,North Carolina,Home Office,Technology,Phones,Same Day,5,0.1,2832.06,790.57
US-1761,26-06-2024,West,Washington,Home Office,Furniture,Chairs,Standard Class,3,0.0,584.5,15.6
US-1762,06-07-2024,East,New Jersey,Corporate,Office Supplies,Art,Standard Class,7,0.0,312.43,69.93
US-1763,17-01-2024,East,New Jersey,Corporate,Technology,Copiers,First Class,2,0.0,999.42,228.47
US-1764,11-07-2023,West,Washington,Consumer,Office Supplies,Art,Same Day,4,0.5,160.32,37.19
US-1765,13-02-2024,South,Georgia,Consumer,Office Supplies,Storage,Same Day,4,0.5,238.29,56.51
US-1766,19-06-2023,Central,Illinois,Home Office,Furniture,Tables,First Class,4,0.0,1537.19,8.12
US-1767,28-06-2023,East,New Jersey,Corporate,Technology,Machines,First Class,5,0.0,1738.6,679.18
US-1768,17-07-2024,East,New Jersey,Corporate,Furniture,Chairs,First Class,3,0.0,1138.89,24.84
US-1769,17-10-2023,East,New Jersey,Corporate,Furniture,Tables,Standard Class,8,0.0,2775.99,45.77
US-1770,30-04-2024,East,New Jersey,Corporate,Technology,Accessories,First Class,2,0.0,941.96,266.99
US-1771,25-07-2023,Central,Michigan,Consumer,Furniture,Bookcases,Second Class,2,0.2,365.73,8.13
US-1772,01-06-2024,West,Washington,Corporate,Furniture,Chairs,Standard Class,8,0.0,1633.77,29.87
US-1773,24-06-2023,East,New York,Home Office,Furniture,Furnishings,Second Class,4,0.0,988.87,9.52
US-1774,04-01-2024,Central,Michigan,Corporate,Office Supplies,Binders,Standard Class,5,0.4,231.38,77.29
US-1775,02-06-2023,West,California,Corporate,Technology,Accessories,Standard Class,5,0.5,2686.54,461.8
US-1776,14-05-2024,West,Washington,Home Office,Technology,Phones,First Class,4,0.0,1352.56,288.08
US-1777,21-12-2024,Central,Michigan,Consumer,Technology,Accessories,Standard Class,8,0.5,3593.87,1132.68
US-1778,29-12-2024,South,Florida,Corporate,Furniture,Tables,First Class,2,0.2,737.09,22.87
US-1779,10-08-2024,West,Washington,Corporate,Furniture,Chairs,First Class,3,0.5,1021.07,20.66
US-1780,15-12-2024,Central,Illinois,Consumer,Technology,Machines,First Class,5,0.0,2639.4,609.87
US-1781,04-03-2023,South,Florida,Corporate,Office Supplies,Storage,Same Day,2,0.2,76.55,18.8
US-1782,16-01-2024,West,Washington,Home Office,Technology,Copiers,Same Day,8,0.0,4155.21,1615.87
